Test Index,SMILES,Lambda,Method,Initialization,Seed,Raw Score,Connectivity Penalty,Adjusted Score,Partition
19388,CC12COCC1(C)C2O,1.5,Metropolis-Hastings,28,69,0.9981589402729902,0.0,0.9981589402729902,"{0: 1, 1: 1, 2: 2, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 3, 9: 1, 10: 1, 11: 0, 12: 2, 13: 2, 14: 1, 15: 1, 16: 1, 17: 1, 18: 1, 19: 1, 20: 3}"
20385,CCC(COC=N)=NO,0.01,Greedy-Distance,45,86,0.9986338852072213,0.0,0.9986338852072213,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 2, 11: 2, 12: 0, 13: 0, 14: 0, 15: 3, 16: 0, 17: 0, 18: 1}"
20385,CCC(COC=N)=NO,0.01,Metropolis-Hastings,5,46,0.9987723262043494,0.0,0.9987723262043494,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0, 15: 1, 16: 0, 17: 0, 18: 3}"
20385,CCC(COC=N)=NO,0.1,Greedy-Distance,45,86,0.9986338852072213,0.0,0.9986338852072213,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 2, 11: 2, 12: 0, 13: 0, 14: 0, 15: 3, 16: 0, 17: 0, 18: 1}"
20385,CCC(COC=N)=NO,0.1,Metropolis-Hastings,3,44,0.9987723262043494,0.0,0.9987723262043494,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 0, 11: 0, 12: 0, 13: 0, 14: 3, 15: 0, 16: 0, 17: 0, 18: 2}"
20385,CCC(COC=N)=NO,0.5,Greedy-Distance,45,86,0.9986338852072213,0.0,0.9986338852072213,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 2, 11: 2, 12: 0, 13: 0, 14: 0, 15: 3, 16: 0, 17: 0, 18: 1}"
20385,CCC(COC=N)=NO,0.5,Metropolis-Hastings,7,48,0.9987723262043494,0.0,0.9987723262043494,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 0, 12: 1, 13: 1, 14: 3, 15: 1, 16: 1, 17: 1, 18: 2}"
20385,CCC(COC=N)=NO,1.0,Greedy-Distance,45,86,0.9986338852072213,0.0,0.9986338852072213,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 2, 11: 2, 12: 0, 13: 0, 14: 0, 15: 3, 16: 0, 17: 0, 18: 1}"
20385,CCC(COC=N)=NO,1.0,Metropolis-Hastings,40,81,0.9986338852072213,0.0,0.9986338852072213,"{0: 1, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 1, 10: 1, 11: 1, 12: 3, 13: 3, 14: 2, 15: 3, 16: 3, 17: 3, 18: 0}"
20385,CCC(COC=N)=NO,1.5,Greedy-Distance,45,86,0.9986338852072213,0.0,0.9986338852072213,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 2, 11: 2, 12: 0, 13: 0, 14: 0, 15: 3, 16: 0, 17: 0, 18: 1}"
20385,CCC(COC=N)=NO,1.5,Metropolis-Hastings,45,86,0.9986338852072213,0.0,0.9986338852072213,"{0: 2, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 2, 10: 2, 11: 2, 12: 0, 13: 0, 14: 0, 15: 3, 16: 0, 17: 0, 18: 1}"
23036,NC(=O)C(=O)C(O)CO,0.01,Greedy-Distance,63,104,0.9979421838971576,0.0,0.9979421838971576,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 1, 11: 3, 12: 1, 13: 1, 14: 1, 15: 0}"
23036,NC(=O)C(=O)C(O)CO,0.01,Metropolis-Hastings,1,42,0.9979421838971576,0.0,0.9979421838971576,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 2, 11: 3, 12: 0, 13: 0, 14: 0, 15: 1}"
23036,NC(=O)C(=O)C(O)CO,0.1,Greedy-Distance,28,69,0.9965900986995369,0.0,0.9965900986995369,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2, 11: 0, 12: 0, 13: 0, 14: 0, 15: 3}"
23036,NC(=O)C(=O)C(O)CO,0.1,Metropolis-Hastings,7,48,0.9979421838971576,0.0,0.9979421838971576,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 3, 10: 1, 11: 0, 12: 3, 13: 3, 14: 3, 15: 2}"
23036,NC(=O)C(=O)C(O)CO,0.5,Greedy-Distance,28,69,0.9965900986995369,0.0,0.9965900986995369,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2, 11: 0, 12: 0, 13: 0, 14: 0, 15: 3}"
23036,NC(=O)C(=O)C(O)CO,0.5,Metropolis-Hastings,16,57,0.9979421838971576,0.0,0.9979421838971576,"{0: 2, 1: 2, 2: 2, 3: 2, 4: 2, 5: 2, 6: 2, 7: 2, 8: 2, 9: 1, 10: 2, 11: 0, 12: 2, 13: 2, 14: 2, 15: 3}"
23036,NC(=O)C(=O)C(O)CO,1.0,Greedy-Distance,28,69,0.9965900986995369,0.0,0.9965900986995369,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2, 11: 0, 12: 0, 13: 0, 14: 0, 15: 3}"
23036,NC(=O)C(=O)C(O)CO,1.0,Metropolis-Hastings,63,104,0.9979421838971576,0.0,0.9979421838971576,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 1, 11: 3, 12: 1, 13: 1, 14: 1, 15: 0}"
23036,NC(=O)C(=O)C(O)CO,1.5,Greedy-Distance,28,69,0.9965900986995369,0.0,0.9965900986995369,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 0, 6: 0, 7: 0, 8: 0, 9: 1, 10: 2, 11: 0, 12: 0, 13: 0, 14: 0, 15: 3}"
23036,NC(=O)C(=O)C(O)CO,1.5,Metropolis-Hastings,24,65,0.9975796180379222,0.0,0.9975796180379222,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 0, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 3, 11: 1, 12: 1, 13: 1, 14: 1, 15: 2}"
25709,C1NC2C3COCC12O3,0.01,Greedy-Distance,42,83,0.9979238397389699,0.0,0.9979238397389699,"{0: 2, 1: 2, 2: 2, 3: 3, 4: 3, 5: 3, 6: 3, 7: 2, 8: 2, 9: 0, 10: 2, 11: 2, 12: 1, 13: 3, 14: 3, 15: 3, 16: 3, 17: 3}"
25709,C1NC2C3COCC12O3,0.01,Metropolis-Hastings,6,47,0.9984996229340339,0.0,0.9984996229340339,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 1, 10: 3, 11: 3, 12: 2, 13: 3, 14: 0, 15: 3, 16: 3, 17: 3}"
25709,C1NC2C3COCC12O3,0.1,Greedy-Distance,31,72,0.9975073258337587,0.0,0.9975073258337587,"{0: 0, 1: 0, 2: 0, 3: 2, 4: 2, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1, 11: 0, 12: 0, 13: 3, 14: 2, 15: 2, 16: 0, 17: 0}"
25709,C1NC2C3COCC12O3,0.1,Metropolis-Hastings,2,43,0.9984996229340339,0.0,0.9984996229340339,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1, 11: 0, 12: 2, 13: 0, 14: 0, 15: 3, 16: 0, 17: 0}"
25709,C1NC2C3COCC12O3,0.5,Greedy-Distance,31,72,0.9975073258337587,0.0,0.9975073258337587,"{0: 0, 1: 0, 2: 0, 3: 2, 4: 2, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1, 11: 0, 12: 0, 13: 3, 14: 2, 15: 2, 16: 0, 17: 0}"
25709,C1NC2C3COCC12O3,0.5,Metropolis-Hastings,26,67,0.9984996229340339,0.0,0.9984996229340339,"{0: 3, 1: 3, 2: 3, 3: 3, 4: 3, 5: 3, 6: 3, 7: 3, 8: 3, 9: 3, 10: 0, 11: 3, 12: 1, 13: 3, 14: 2, 15: 3, 16: 3, 17: 3}"
25709,C1NC2C3COCC12O3,1.0,Greedy-Distance,31,72,0.9975073258337587,0.0,0.9975073258337587,"{0: 0, 1: 0, 2: 0, 3: 2, 4: 2, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1, 11: 0, 12: 0, 13: 3, 14: 2, 15: 2, 16: 0, 17: 0}"
25709,C1NC2C3COCC12O3,1.0,Metropolis-Hastings,39,80,0.9984996229340338,0.0,0.9984996229340338,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 3, 11: 1, 12: 0, 13: 1, 14: 1, 15: 2, 16: 1, 17: 1}"
25709,C1NC2C3COCC12O3,1.5,Greedy-Distance,31,72,0.9975073258337587,0.0,0.9975073258337587,"{0: 0, 1: 0, 2: 0, 3: 2, 4: 2, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 1, 11: 0, 12: 0, 13: 3, 14: 2, 15: 2, 16: 0, 17: 0}"
25709,C1NC2C3COCC12O3,1.5,Metropolis-Hastings,45,86,0.9984996229340339,0.0,0.9984996229340339,"{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 2, 10: 1, 11: 1, 12: 0, 13: 1, 14: 3, 15: 1, 16: 1, 17: 1}"
